#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20170304,6723466549,76574607,6800041156,1.13,870715259,8589499,879304758,0.98
20170305,6580762045,74234740,6654996785,1.12,887676720,8309135,895985855,0.93
20170306,13290145305,119703173,13409848478,0.89,1385884243,12340213,1398224456,0.88
20170307,6977893471,82475160,7060368631,1.17,894275489,8686135,902961624,0.96
20170308,7232415397,79136379,7311551776,1.08,872639153,8755403,881394556,0.99
20170309,7182490366,81742395,7264232761,1.13,845895392,8896760,854792152,1.04
20170310,7388284856,81214820,7469499676,1.09,858896667,8258354,867155021,0.95
20170311,6122405176,72791903,6195197079,1.17,792211557,7145571,799357128,0.89
20170312,6221354682,70092653,6291447335,1.11,769308983,7039427,776348410,0.91
20170313,6665079689,75120928,6740200617,1.11,786566084,7154270,793720354,0.9
20170314,6567652060,77770774,6645422834,1.17,823190288,7407598,830597886,0.89
20170315,6359085041,81291510,6440376551,1.26,824640346,7528570,832168916,0.9
20170316,6440462027,83729840,6524191867,1.28,837182972,7835427,845018399,0.93
20170317,6888485864,83255778,6971741642,1.19,872618293,7951551,880569844,0.9
20170318,5975853331,76460676,6052314007,1.26,802106206,7064768,809170974,0.87
20170319,6005743228,75196962,6080940190,1.24,811622585,6976581,818599166,0.85
20170320,6480591895,80416964,6561008859,1.23,848200966,7587562,855788528,0.89
20170321,6346035099,81560657,6427595756,1.27,862364759,7995215,870359974,0.92
20170322,6460274956,86679124,6546954080,1.32,901934859,8787506,910722365,0.96
20170323,6472882870,85217784,6558100654,1.3,911162104,8682187,919844291,0.94
20170324,6595997857,85107174,6681105031,1.27,894364140,9252540,903616680,1.02
20170325,6248117097,78370634,6326487731,1.24,865809104,8345025,874154129,0.95
20170326,5954548471,75312991,6029861462,1.25,868889576,8273478,877163054,0.94
20170327,6725510178,82852477,6808362655,1.22,896164266,8995881,905160147,0.99
20170328,6384900949,81230787,6466131736,1.26,920847793,8848062,929695855,0.95
20170329,6100952147,77289992,6178242139,1.25,879738760,8709458,888448218,0.98
20170330,6130019574,76468103,6206487677,1.23,845147552,8968678,854116230,1.05
20170331,5771861824,76282935,5848144759,1.3,772075768,8913696,780989464,1.14
20170401,5556566728,74728675,5631295403,1.33,740920028,7951918,748871946,1.06
20170402,5400641319,72082068,5472723387,1.32,726364840,7908828,734273668,1.08
20170403,5953081717,80182312,6033264029,1.33,762218952,9436997,771655949,1.22
20170404,6271839759,84155518,6355995277,1.32,816786915,9250549,826037464,1.12
20170405,6125472577,90774787,6216247364,1.46,798398199,9279925,807678124,1.15
20170406,6053743258,93992730,6147735988,1.53,735615623,8805872,744421495,1.18
20170407,5990317755,81085350,6071403105,1.34,763789547,8436753,772226300,1.09
20170408,5502710276,73076676,5575786952,1.31,746112133,7942188,754054321,1.05
20170409,5422638170,71776111,5494414281,1.31,725241456,7918646,733160102,1.08
20170410,5236785479,80479848,5317265327,1.51,737114359,9064340,746178699,1.21
20170411,6150510252,81331034,6231841286,1.31,773628512,9204729,782833241,1.18
20170412,6118408113,86841792,6205249905,1.4,790979129,9302057,800281186,1.16
20170413,6128459922,83060976,6211520898,1.34,776731940,9082281,785814221,1.16
20170414,5979108843,77258875,6056367718,1.28,769887124,7764532,777651656,1.0
20170415,5678960523,70972720,5749933243,1.23,719611342,7012300,726623642,0.97
